"id","old_id","created_at","updated_at","deleted_at","name_th","name_en","is_active","created_by_employee_id","updated_by_employee_id","deleted_by_employee_id","outsource_status","eligible_approve_ot","field_type_id","data_status"
1,p0000,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ไม่ระบุุ,"",0,,,,0,0,,
2,p0001,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,"",เจ้าหน้าที่จัดซื้อวัตถุดิบ,0,,,,0,0,,
3,p0002,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายบัญชี,Accounting manager,0,,,,0,0,,
4,p0003,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายการตลาด,Marketting manager,0,,,,0,0,,
5,p0004,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกบัญชี,ผู้จัดการแผนกบัญชี,0,,,,0,0,,
6,p0005,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ส่งเสริม,เจ้าหน้าที่ส่งเสริม,0,,,,0,0,,
7,p0006,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่การตลาด,เจ้าหน้าที่การตลาด,0,,,,0,0,,
8,p0007,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่บัญชี,Account officer,0,,,,0,0,,
9,p0008,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ข้อมูลไม้สับลอกเปลือก,เจ้าหน้าที่ข้อมูลไม้สับลอกเปลือก,0,,,,0,0,,
10,p0009,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่บุคคล,HRM Officer,0,,,,0,0,,
11,p0010,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assist.to Coo,Assist.to Coo,0,,,,0,0,,
12,p0011,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าเขตส่งเสริม,หัวหน้าเขตส่งเสริม,0,,,,0,0,,
13,p0012,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกวิจัยตลาด,ผู้จัดการแผนกวิจัยตลาด,0,,,,0,0,,
14,p0013,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,โปรแกรมเมอร์,Programmer,0,,,,0,0,,
15,p0014,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่าย MIS,IT Director,0,,,,0,0,,
16,p0015,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ประสานงาน IT,Project-co (MIS),0,,,,0,0,,
17,p0016,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,System Admin,System Admin,0,,,,0,0,,
18,p0017,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการบริหารงานขายสาขา 2,ผู้จัดการบริหารงานขายสาขา 2,0,,,,0,0,,
19,p0018,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการบริหารงานขายสาขา 1,ผู้จัดการบริหารงานขายสาขา 1,0,,,,0,0,,
20,p0019,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายส่งเสริมและจัดหาวัตถุดิบ,ผู้จัดการฝ่ายส่งเสริมและจัดหาวัตถุดิบ,0,,,,0,0,,
21,p0020,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่การเงิน,Finance officer,0,,,,0,0,,
22,p0021,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assistant to CO-CEO,"",0,,,,0,0,,
23,p0022,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assistant to CEO,Assistant to CEO,0,,,,0,0,,
24,p0023,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ธุรการ,Admin Officer,0,,,,0,0,,
25,p0024,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assistant to k.SD,Assistant to k.SD,0,,,,0,0,,
26,p0025,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่จัดซื้อ,Purchesing Officer,0,,,,0,0,,
27,p0026,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ฝึกอบรมและพัฒนาบุคคลากร,Trainnig officer(HRD),0,,,,0,0,,
28,p0027,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายทรัพยากรมนุษย์(Support),ผู้จัดการฝ่ายทรัพยากรมนุษย์(Support),0,,,,0,0,,
29,p0028,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายสรรหาและคัดเลือกบุคลากร,ผู้จัดการฝ่ายสรรหาและคัดเลือกบุคลากร,0,,,,0,0,,
30,p0029,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกสรรหาและคัดเลือกบุคลากร,ผู้จัดการแผนกสรรหาและคัดเลือกบุคลากร,0,,,,0,0,,
31,p0030,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่นิติกร(กฏหมาย),"",0,,,,0,0,,
32,p0031,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,รักษาการผู้จัดการบริหารงานขายสาขา 1,"",0,,,,0,0,,
33,p0032,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,รักษาการผู้จัดการบริหารงานขายเขต,รักษาการผู้จัดการบริหารงานขายเขต,0,,,,0,0,,
34,p0033,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Graphic Design,Graphic Design,0,,,,0,0,,
35,p0034,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assistant to CFO,Assistant to CFO,0,,,,0,0,,
36,p0035,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่วิเคราะห์ภูมิศาสตร์,เจ้าหน้าที่วิเคราะห์ภูมิศาสตร์,0,,,,0,0,,
37,p0036,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าศูนย์ประสานงานส่งเสริม,"",0,,,,0,0,,
38,p0037,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกติดตามไม้,"",0,,,,0,0,,
39,p0038,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าโครงการถนนสีเขียว,"",0,,,,0,0,,
40,p0039,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,CEO,CEO,0,,,,0,0,,
41,p0040,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,SR,SR,0,,,,0,0,,
42,p0041,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกฝึกอบรมและพัฒนาบุคลากร,ผู้จัดการแผนกฝึกอบรมและพัฒนาบุคลากร,0,,,,0,0,,
43,p0042,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกบุคคล,"",0,,,,0,0,,
44,p0043,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Assistant to SR,Assistant to SR,0,,,,0,0,,
45,p0044,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายตรวจสอบภายใน,ผู้จัดการฝ่ายตรวจสอบภายใน,0,,,,0,0,,
46,p0045,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่พัฒนาระบบ,เจ้าหน้าที่พัฒนาระบบ,0,,,,0,0,,
47,p0046,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ตรวจสอบภายใน,Internal Audit Officer,0,,,,0,0,,
48,p0047,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,รก.ผจก.แผนกบุคคล,"",0,,,,0,0,,
49,p0048,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,บุคคลกิจการ,"",0,,,,0,0,,
50,p0049,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ที่ปรึกษาบริษัท,Advisor,0,,,,0,0,,
51,p0050,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่บริหารงานส่งเสริม,"",0,,,,0,0,,
52,p0051,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกการเงิน,Financial Manager,0,,,,0,0,,
53,p0052,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกการตลาด,ผู้จัดการแผนกการตลาด,0,,,,0,0,,
54,p0053,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ตรวจสอบไม้,"",0,,,,0,0,,
55,p0054,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่พัฒนาวัตถุดิบและงานซื้อไม้,เจ้าหน้าที่พัฒนาวัตถุดิบและงานซื้อไม้,0,,,,0,0,,
56,p0055,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายพัฒนาวัตถุดิบและจัดซื้อไม้,"",0,,,,0,0,,
57,p0056,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Project Leader,"",0,,,,0,0,,
58,p0057,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Project Management Manager,Project Management Manager,0,,,,0,0,,
59,p0058,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ขายต้นกระดาษ,"",0,,,,0,0,,
60,p0059,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เลขานุการ,Assistant to,0,,,,0,0,,
61,p0060,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกทรัพยากรมนุษย์,HR Manager,0,,,,0,0,,
62,p0061,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ข้อมูลและสัญญา,เจ้าหน้าที่ข้อมูลและสัญญา,0,,,,1,0,,
63,p0062,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Acting HR Learning Manager,"",0,,,,1,0,,
64,p0063,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่สรรหาและคัดเลือกบุคลากร,recruitment officer,0,,,,0,0,,
65,p0064,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,รักษาการแทนผู้จัดการแผนกการเงิน,Acting Finance Manager,0,,,,0,0,,
66,p0065,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,CO-CEO ชัยโย เอเอ,"",0,,,,0,0,,
67,p0066,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานตรวจสอบภายในทีม2,"",0,,,,0,0,,
68,p0067,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Maritime Logistics Advisor,Maritime Logistics Advisor,0,,,,0,0,,
69,p0068,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Process Operater,Process Operater,0,,,,0,0,,
70,p0069,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้ากะ,Shift Supervisor,0,,,,0,0,,
71,p0070,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายโรงงาน,Plant Manager,0,,,,0,0,,
72,p0071,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกอาคารและซ่อมบำรุง,ผู้จัดการแผนกอาคารและซ่อมบำรุง,0,,,,0,0,,
73,p0072,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่คุณภาพ,Lab Testing Officer,0,,,,0,0,,
74,p0073,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานห้องชั่ง,พนักงานห้องชั่ง,0,,,,0,0,,
75,p0074,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายกฎหมาย,Legal Manager,0,,,,0,0,,
76,p0075,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานจัดซื้อไม้สับลอกเปลือก,พนักงานจัดซื้อไม้สับลอกเปลือก,0,,,,0,0,,
77,p0076,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายจัดซื้อไม้สับลอกเปลือก,ผู้จัดการฝ่ายจัดซื้อไม้สับลอกเปลือก,0,,,,0,0,,
78,p0077,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนง.รับส่งสินค้าและตรวจสอบคุณภาพ,พนง.รับส่งสินค้าและตรวจสอบคุณภาพ,0,,,,0,0,,
79,p0078,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายพัฒนาเชื้อเพลิง,ผู้จัดการฝ่ายพัฒนาเชื้อเพลิง,0,,,,0,0,,
80,p0079,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่รับสินค้า,เจ้าหน้าที่รับสินค้า,0,,,,0,0,,
81,p0080,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าห้องชั่ง,"",0,,,,0,0,,
82,p0081,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกรับสินค้า,ผู้จัดการแผนกรับสินค้า,0,,,,0,0,,
83,p0082,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ประสานงานข้อมูล,เจ้าหน้าที่ประสานงานข้อมูล,0,,,,0,0,,
84,p0083,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,HRM Indochina,HRM Indochina,0,,,,0,0,,
85,p0084,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรระบบ,System Engineer,0,,,,0,0,,
86,p0085,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรเครือข่าย,Network Engineer,0,,,,0,0,,
87,p0086,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Plantation Manager,Plantation Manager,0,,,,0,0,,
88,p0087,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Plantation Officer,Plantation Officer,0,,,,0,0,,
89,p0088,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Tissue Culture Officer,Tissue Culture Officer,0,,,,0,0,,
90,p0089,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกบริการลูกค้า,ผู้จัดการแผนกบริการลูกค้า,0,,,,0,0,,
91,p0090,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกClient Service & PR,ผู้จัดการแผนกClient Service & PR,0,,,,0,0,,
92,p0091,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานป้อนไม้,"",0,,,,0,0,,
93,p0092,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับเครนไฟฟ้า,พนักงานขับเครนไฟฟ้า,0,,,,0,0,,
94,p0093,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการบริหารงานสาขาซื้อ,ผู้จัดการบริหารงานสาขาซื้อ,0,,,,0,0,,
95,p0094,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่าย,Director,0,,,,0,0,,
96,p0095,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรประจำโครงการ,Project Engineer,0,,,,0,0,,
97,p0096,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการขายวัตถุดิบเชื้อเพลิง,ผู้จัดการขายวัตถุดิบเชื้อเพลิง,0,,,,0,0,,
98,p0097,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการจัดซื้อที่ดิน,ผู้จัดการจัดซื้อที่ดิน,0,,,,0,0,,
99,p0098,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานจัดส่งสินค้า (พจส.),พนักงานจัดส่งสินค้า (พจส.),0,,,,0,0,,
100,p0099,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกปฏิบัติการเดินรถ,ผู้จัดการแผนกปฏิบัติการเดินรถ,0,,,,0,0,,
101,p0100,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้ช่วยนักวิจัย,Helper,0,,,,0,0,,
102,p0101,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,นักวิจัย,นักวิจัย,0,,,,0,0,,
103,p0102,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกการตลาดและบริหารลูกค้า,ผู้จัดการแผนกการตลาดและบริหารลูกค้า,0,,,,0,0,,
104,p0103,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,นิติกร,นิติกร,0,,,,0,0,,
105,p0104,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกซ่อมบำรุง,ผู้จัดการแผนกซ่อมบำรุง,0,,,,0,0,,
106,p0105,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกร,Engineer,0,,,,0,0,,
107,p0106,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Finance Department Manager ,Finance Department Manager ,0,,,,0,0,,
108,p0107,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,woodchip exporting manager,woodchip exporting manager,0,,,,0,0,,
109,p0108,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ครูฝึกพนักงานจัดส่งสินค้า,ครูฝึกพนักงานจัดส่งสินค้า,0,,,,0,0,,
110,p0109,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานบริษัทแอ๊ดวานซ์ อัลไลแอนซ์,พนักงานบริษัทแอ๊ดวานซ์ อัลไลแอนซ์,0,,,,0,0,,
111,p0110,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนง.ขายต่างประเทศ,พนง.ขายต่างประเทศ,0,,,,0,0,,
112,p0111,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนง.ผลิตข้าว,พนง.ผลิตข้าว,0,,,,0,0,,
113,p0112,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ความปลอดภัย(จป),Safety officer,0,,,,1,0,,
114,p0113,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่วางแผนและบริการ,เจ้าหน้าที่วางแผนและบริการ,0,,,,0,0,,
115,p0114,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขายข้าว,"",0,,,,0,0,,
116,p0115,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Operator,Operator,0,,,,1,0,,
117,p0116,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ประสานงานกล้า,"",0,,,,0,0,,
118,p0117,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ประสานงานบริการลูกค้า,Call center,0,,,,0,0,,
119,p0118,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกจัดซื้อภายในประเทศ,"",0,,,,0,0,,
120,p0119,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Operation Supervisor,Operation Supervisor,0,,,,0,0,,
121,p0120,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานบันทึกข้อมูล,พนักงานบันทึกข้อมูล,0,,,,0,0,,
122,p0121,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการประสานงานขายต่างประเทศ,ผู้จัดการประสานงานขายต่างประเทศ,0,,,,0,0,,
123,p0122,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถจักรกลหนัก,Driver,0,,,,0,0,,
124,p0123,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนง.ประสานงานขายในประเทศ,พนง.ประสานงานขายในประเทศ,0,,,,0,0,,
125,p0124,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถสิบล้อดั๊มพ์,Driver,0,,,,0,0,,
126,p0125,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายส่งออก,Export  Director ,0,,,,0,0,,
127,p0126,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถพ่วง,Driver,0,,,,0,0,,
128,p0127,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้อำนวยการฝ่ายการเงิน,Finance Director,0,,,,0,0,,
129,p0128,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถออยเลอร์,Driver,0,,,,0,0,,
130,p0129,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าหน่วยปฏิบัติการจักรกลหนัก,หัวหน้าหน่วยปฏิบัติการจักรกลหนัก,0,,,,0,0,,
131,p0130,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายปฏิบัติการจักกลหนัก,ผู้จัดการฝ่ายปฏิบัติการจักกลหนัก,0,,,,0,0,,
132,p0131,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายพัฒนาธุรกิจ,Business Development Manager,0,,,,0,0,,
133,p0132,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถเฮี๊ยบ,Driver,0,,,,0,0,,
134,p0133,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,DCO,DCO,0,,,,0,0,,
135,p0134,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถน้ำ,Driver,0,,,,0,0,,
136,p0135,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานดั๊มแมน,พนักงานดั๊มแมน,0,,,,0,0,,
137,p0136,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานผลิต,พนักงานผลิต,0,,,,0,0,,
138,p0137,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานทำความสะอาด,พนักงานทำความสะอาด,0,,,,0,0,,
139,p0138,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายปฏิบัติการภาคสนาม,Area Manager,0,,,,0,0,,
140,p0139,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถแบ็คโฮ,Macro Operator,0,,,,0,0,,
141,p0140,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรโยธา,Civil Engineer,0,,,,0,0,,
142,p0141,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,GRM Director,GRM Director,0,,,,0,0,,
143,p0142,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,GRM Manager,GRM Manager,0,,,,0,0,,
144,p0143,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ Multi Media,เจ้าหน้าที่ Multi Media,0,,,,0,0,,
145,p0144,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรเครื่องจักรกล,Mechanical  Engineer,0,,,,0,0,,
146,p0145,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายเครื่องจักรกลหนัก,ผู้จัดการฝ่ายเครื่องจักรกลหนัก,0,,,,0,0,,
147,p0146,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายประชาสัมพันธ์,ผู้จัดการฝ่ายประชาสัมพันธ์,0,,,,0,0,,
148,p0147,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Trade Manager,Trade Manager,0,,,,0,0,,
149,p0148,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการแผนกความปลอดภัย,ผู้จัดการแผนกความปลอดภัย,0,,,,0,0,,
150,p0149,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่คีย์ข้อมูล,เจ้าหน้าที่คีย์ข้อมูล,0,,,,0,0,,
151,p0150,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรโครงการ,Project Engineer,0,,,,0,0,,
152,p0151,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรจัดซื้อ,Purchesing Engineer,0,,,,0,0,,
153,p0152,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการโรงผลิตต้นกระดาษ,ผู้จัดการโรงผลิตต้นกระดาษ,0,,,,0,0,,
154,p0153,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,วิศวกรจัดซื้อ,"",0,,,,0,0,,
155,p0154,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการฝ่ายกฎหมาย,Legal Manager,0,,,,0,0,,
156,p0155,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการโครงการ,"",0,,,,0,0,,
157,p0156,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้ตรวจสอบ,Inspector,0,,,,0,0,,
158,p0157,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ทะเบียนประวัติซ่อม,เจ้าหน้าที่ทะเบียนประวัติซ่อม,0,,,,0,0,,
159,p0158,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานตัดเนื้อเยื่อ,พนักงานตัดเนื้อเยื่อ,0,,,,0,0,,
160,p0159,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,Automation Engineer,Automation Engineer,0,,,,0,0,,
161,p0160,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้างานแปลงแม่พันธุ์,หัวหน้างานแปลงแม่พันธุ์,0,,,,0,0,,
162,p0161,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่งานแปลงแม่พันธุ์,เจ้าหน้าที่งานแปลงแม่พันธุ์,0,,,,0,0,,
163,p0162,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถบรรทุก,Driver,0,,,,0,0,,
164,p0163,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานเขียนแบบ,Draftsman,0,,,,0,0,,
165,p0164,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้างานโรงเรือนเพาะชำ,หัวหน้างานโรงเรือนเพาะชำ,0,,,,0,0,,
166,p0165,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้างานสำรวจ,Survey Supervisor,0,,,,0,0,,
167,p0166,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,ผู้จัดการศูนย์บริการ,ผู้จัดการศูนย์บริการ,0,,,,0,0,,
168,p0167,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,พนักงานขับรถเทรลเลอร์,Driver,0,,,,0,0,,
169,p0168,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้าคนงาน,Foreman,0,,,,1,0,,
170,p0169,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,หัวหน้างานลานอนุบาลกล้า,หัวหน้างานลานอนุบาลกล้า,0,,,,0,0,,
171,p0170,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่งานลานอนุบาลกล้า,เจ้าหน้าที่งานลานอนุบาลกล้า,0,,,,0,0,,
172,p0171,"2023-06-21 12:58:40.0","2023-06-21 12:58:40.0",,เจ้าหน้าที่ประชาสัมพันธ์,PR Officer(CSR),0,,,,0,0,,
